"","id","data_format","cases","access","file_name","submitter_id","data_category","type","platform","file_size","created_datetime","md5sum","updated_datetime","file_id","data_type","state","experimental_strategy","version","data_release","project","analysis_id","analysis_state","analysis_submitter_id","analysis_workflow_link","analysis_workflow_type","analysis_workflow_version","sample_type","is_ffpe","cases.submitter_id","sample.submitter_id"
"48","3b9e620f-a661-4a1d-ac46-ab4c56a4b241","TSV","TCGA-A1-A0SD-01A-11R-A115-07","open","04c428b5-d0b9-4ecf-86e8-8a42dc4cbb5e.rna_seq.augmented_star_gene_counts.tsv","245c9fd5-73c0-4371-82f3-4fb43d7baad8","Transcriptome Profiling","gene_expression","Illumina",4248729,"2021-12-13T22:04:50.432577-06:00","5d0d7892f916c80d94a48789d59f7909","2024-07-30T09:40:53.334820-05:00","3b9e620f-a661-4a1d-ac46-ab4c56a4b241","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","a222eb34-a878-4c7f-99c6-c060912c5f37","released","04c428b5-d0b9-4ecf-86e8-8a42dc4cbb5e_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-A1-A0SD","TCGA-A1-A0SD-01A"
"50","055f6138-ea7a-468d-90c2-87a473486867","TSV","TCGA-A2-A0SU-01A-11R-A084-07","open","43d15c49-f348-48a8-b00f-7f6a7b605a04.rna_seq.augmented_star_gene_counts.tsv","60fc1541-9be5-4aca-8e59-a7396186bf56","Transcriptome Profiling","gene_expression","Illumina",4235673,"2021-12-13T22:19:21.429637-06:00","3f6642204b0eac5512fa19e7d84b5019","2024-07-30T09:37:25.898994-05:00","055f6138-ea7a-468d-90c2-87a473486867","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","a9a83e18-e15b-4bcd-a3a0-5914a85d7d7b","released","43d15c49-f348-48a8-b00f-7f6a7b605a04_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-A2-A0SU","TCGA-A2-A0SU-01A"
"51","3bb2e240-9cea-4dd2-be32-6bc6976a79b1","TSV","TCGA-A2-A0CX-01A-21R-A00Z-07","open","ce362483-60b7-4654-b201-834c60e38690.rna_seq.augmented_star_gene_counts.tsv","9cf7d85a-17fa-453b-9377-3b3e50d26f8f","Transcriptome Profiling","gene_expression","Illumina",4235616,"2021-12-13T22:02:21.154306-06:00","e59ee7996d136eb173ab87273752c2ec","2024-07-30T10:06:22.758233-05:00","3bb2e240-9cea-4dd2-be32-6bc6976a79b1","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","668d4668-ca2b-4778-b5f8-91782448deb9","released","ce362483-60b7-4654-b201-834c60e38690_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-A2-A0CX","TCGA-A2-A0CX-01A"
"53","3396edba-0d2a-4485-ad0a-5114b38c1abe","TSV","TCGA-GM-A2DL-01A-11R-A18M-07","open","2e64abe2-6024-4d28-9e09-560ce2a9fd15.rna_seq.augmented_star_gene_counts.tsv","f7c166d0-fb1c-467f-a6b4-c0dcd6a539e9","Transcriptome Profiling","gene_expression","Illumina",4231290,"2021-12-13T22:27:19.927008-06:00","25a162e0b1fa52e5a06881efcb56784e","2024-07-30T09:37:39.361963-05:00","3396edba-0d2a-4485-ad0a-5114b38c1abe","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","10f23d82-414b-4984-bbd8-2f65526b11d3","released","2e64abe2-6024-4d28-9e09-560ce2a9fd15_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-GM-A2DL","TCGA-GM-A2DL-01A"
"55","14979d31-e8b1-4948-beea-f913dfefa200","TSV","TCGA-A2-A3XS-01A-11R-A22U-07","open","deb14c1d-474c-4d6f-bb8a-2b6df5dce5c9.rna_seq.augmented_star_gene_counts.tsv","2596a9d3-894b-4466-80ed-3181500b9a5c","Transcriptome Profiling","gene_expression","Illumina",4252274,"2021-12-13T22:08:40.155876-06:00","36946ef0c730515335ad58f52942f433","2024-07-30T09:34:09.033833-05:00","14979d31-e8b1-4948-beea-f913dfefa200","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","69a76a2b-5923-4955-b228-e794675a4722","released","deb14c1d-474c-4d6f-bb8a-2b6df5dce5c9_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-A2-A3XS","TCGA-A2-A3XS-01A"
"57","1936440a-9cfc-4b04-af40-3fbc22fe87f6","TSV","TCGA-E2-A152-01A-11R-A12D-07","open","7dc54973-bfae-4811-b947-f98a6ac24b25.rna_seq.augmented_star_gene_counts.tsv","179c9254-f999-4878-b500-81d82a1086b6","Transcriptome Profiling","gene_expression","Illumina",4237555,"2021-12-13T22:06:05.518576-06:00","70da14cb1166a06087cf7e04f9207f21","2024-07-30T09:41:37.398263-05:00","1936440a-9cfc-4b04-af40-3fbc22fe87f6","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","b49ff975-5e28-458a-8f05-914e883eaa21","released","7dc54973-bfae-4811-b947-f98a6ac24b25_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-E2-A152","TCGA-E2-A152-01A"
"58","6efd37a6-1669-4cdd-95b6-60c688e1e236","TSV","TCGA-A7-A0DB-01A-11R-A277-07","open","304b7293-0a76-4028-9a18-58c87c751ceb.rna_seq.augmented_star_gene_counts.tsv","43461f8d-2566-4001-9f87-3af1efde29f4","Transcriptome Profiling","gene_expression","Illumina",4212734,"2021-12-13T21:55:25.669477-06:00","c9eecbd1aa38a8078ff41e125d49fc53","2024-07-30T09:55:33.342711-05:00","6efd37a6-1669-4cdd-95b6-60c688e1e236","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","87b8b31f-e1b0-4145-bb8c-e367ced37fd3","released","304b7293-0a76-4028-9a18-58c87c751ceb_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-A7-A0DB","TCGA-A7-A0DB-01A"
"60","ff5f8ada-17c5-497e-9182-63a05e3ab4c5","TSV","TCGA-OL-A5D6-01A-21R-A27Q-07","open","64b12ba7-a481-4fdb-9c74-38c94c7ef3c9.rna_seq.augmented_star_gene_counts.tsv","95a40bcc-7025-4543-b8ca-e0bfc6ae781c","Transcriptome Profiling","gene_expression","Illumina",4234675,"2021-12-13T22:23:03.915935-06:00","e0746cf579c06c091575742c3c4837ce","2024-07-30T10:09:21.122728-05:00","ff5f8ada-17c5-497e-9182-63a05e3ab4c5","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","0513bf8c-980b-418b-a133-d42f8013bdb3","released","64b12ba7-a481-4fdb-9c74-38c94c7ef3c9_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-OL-A5D6","TCGA-OL-A5D6-01A"
"62","b93b04d3-7526-4d65-bc15-0148e75ac225","TSV","TCGA-D8-A27P-01A-11R-A16F-07","open","2244c5e8-a873-4e29-abb7-e869a7d79e3f.rna_seq.augmented_star_gene_counts.tsv","0dabe5c7-d4bd-4110-8685-119716d86367","Transcriptome Profiling","gene_expression","Illumina",4243325,"2021-12-13T22:16:59.580700-06:00","9e79821ad33e1f220332a4aa75a2ba0f","2024-07-30T09:31:16.033312-05:00","b93b04d3-7526-4d65-bc15-0148e75ac225","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","9695ab6e-60ab-415f-827f-1d27091c5d34","released","2244c5e8-a873-4e29-abb7-e869a7d79e3f_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-D8-A27P","TCGA-D8-A27P-01A"
"67","ec9437c2-dad0-471a-bd2c-faa61846af57","TSV","TCGA-E2-A156-01A-11R-A12D-07","open","fb120cb4-2cee-4848-a60e-6c1fba723dc9.rna_seq.augmented_star_gene_counts.tsv","b5c8bbf8-66f4-40bc-8dd0-36bdbbb6166d","Transcriptome Profiling","gene_expression","Illumina",4218779,"2021-12-13T22:26:13.699555-06:00","4d151583ad711eb77ee79a83c7660543","2024-07-30T10:07:16.490773-05:00","ec9437c2-dad0-471a-bd2c-faa61846af57","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","a4eaa9ce-6d54-413b-bd94-1b994bbd79bb","released","fb120cb4-2cee-4848-a60e-6c1fba723dc9_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-E2-A156","TCGA-E2-A156-01A"
"68","430184b1-040d-4b3a-863d-1e6c71009d93","TSV","TCGA-A7-A56D-01A-11R-A27Q-07","open","73729b89-4802-4780-9e7f-cb160a04bb17.rna_seq.augmented_star_gene_counts.tsv","547d2221-9ea7-4c3f-8104-cc8d9e1e9b22","Transcriptome Profiling","gene_expression","Illumina",4219010,"2021-12-13T22:33:03.063236-06:00","057325b61fba0dadaffe50c2125b7883","2024-07-30T09:27:53.098997-05:00","430184b1-040d-4b3a-863d-1e6c71009d93","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","da7a11b4-2436-45cd-99ee-956df8558e33","released","73729b89-4802-4780-9e7f-cb160a04bb17_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-A7-A56D","TCGA-A7-A56D-01A"
"69","98320692-9c1c-4ed3-9ea1-72f098c03049","TSV","TCGA-E9-A1ND-01A-11R-A144-07","open","7880b3ba-9f39-4744-be72-b87dbd8eb425.rna_seq.augmented_star_gene_counts.tsv","ece3e66e-4b90-4cff-94a9-6c97665a67d4","Transcriptome Profiling","gene_expression","Illumina",4233158,"2021-12-13T21:58:01.535928-06:00","be35f7c5ec5dc1b050d94b60b856840e","2024-07-30T09:52:05.865826-05:00","98320692-9c1c-4ed3-9ea1-72f098c03049","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","3c4a41ea-b29f-4aa6-9f18-cc9f30a027c7","released","7880b3ba-9f39-4744-be72-b87dbd8eb425_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-E9-A1ND","TCGA-E9-A1ND-01A"
"70","8b000fae-e6de-4038-8486-45316cae622d","TSV","TCGA-E9-A1ND-11A-43R-A144-07","open","7be7033e-db49-45cd-8ea5-827266707b1e.rna_seq.augmented_star_gene_counts.tsv","553cba5b-3e9c-4e29-832c-00b2f6efabe9","Transcriptome Profiling","gene_expression","Illumina",4239332,"2021-12-13T22:44:09.254703-06:00","1d21804923768d0d53eea40edd857afc","2024-07-30T09:55:03.948713-05:00","8b000fae-e6de-4038-8486-45316cae622d","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","ca398835-cafa-40b3-8c48-d1d5d6b2f2fb","released","7be7033e-db49-45cd-8ea5-827266707b1e_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Solid Tissue Normal",NA,"TCGA-E9-A1ND","TCGA-E9-A1ND-11A"
"71","7235fd65-e9cb-45f1-ac78-cad80823325e","TSV","TCGA-AR-A1AR-01A-31R-A137-07","open","b021039d-26c3-4851-9641-ddd81e408339.rna_seq.augmented_star_gene_counts.tsv","b461331c-8e9a-4cb5-8768-1f556aeddde0","Transcriptome Profiling","gene_expression","Illumina",4252760,"2021-12-13T22:18:28.180939-06:00","b8849d5006f38f71d2d85d90b54e5961","2024-07-30T09:59:49.366494-05:00","7235fd65-e9cb-45f1-ac78-cad80823325e","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","5a540f0e-7462-47fa-baf6-405a24956408","released","b021039d-26c3-4851-9641-ddd81e408339_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-AR-A1AR","TCGA-AR-A1AR-01A"
"74","bc0a4326-63d2-4ec4-9af6-7b421aa8aa49","TSV","TCGA-E2-A106-01A-11R-A10J-07","open","650319bc-20e1-4451-bcb5-a35c360060ef.rna_seq.augmented_star_gene_counts.tsv","86e7b19e-41f3-48f9-b4f3-a1b86ebbb9f9","Transcriptome Profiling","gene_expression","Illumina",4238766,"2021-12-13T22:25:12.710829-06:00","f40213ccf554f506a420c71cc2ba0fe5","2024-07-30T10:03:09.317987-05:00","bc0a4326-63d2-4ec4-9af6-7b421aa8aa49","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","56d70979-fb85-44ee-b33e-ba5fdb654f40","released","650319bc-20e1-4451-bcb5-a35c360060ef_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-E2-A106","TCGA-E2-A106-01A"
"75","0022cd20-f64f-4773-b9ff-a3de0b71b259","TSV","TCGA-AN-A0FN-01A-11R-A034-07","open","8d1641ea-7552-4d23-9298-094e0056386a.rna_seq.augmented_star_gene_counts.tsv","3cc5526f-19c4-4ff3-9c3b-2e2e5332984c","Transcriptome Profiling","gene_expression","Illumina",4248309,"2021-12-13T22:30:11.909020-06:00","7101938d6f12ed28f86bab21ae94e9bc","2024-07-30T09:32:11.084093-05:00","0022cd20-f64f-4773-b9ff-a3de0b71b259","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","b6654a22-19c6-4821-8e6e-ff38bf166620","released","8d1641ea-7552-4d23-9298-094e0056386a_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-AN-A0FN","TCGA-AN-A0FN-01A"
"76","90eefb33-6808-45c3-9ab1-6eca0decdc9d","TSV","TCGA-BH-A1FU-01A-11R-A14D-07","open","71c9a6fc-0538-4533-af51-f7c9defe7770.rna_seq.augmented_star_gene_counts.tsv","bcb74e54-aef7-4d57-96e6-a39441a99ae9","Transcriptome Profiling","gene_expression","Illumina",4238678,"2021-12-13T22:16:50.317956-06:00","3e3f4b56a5142e2be9ae6ca3f927c072","2024-07-30T09:42:09.786109-05:00","90eefb33-6808-45c3-9ab1-6eca0decdc9d","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","d268ed52-eaae-4040-9ce3-295f07d28fad","released","71c9a6fc-0538-4533-af51-f7c9defe7770_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-BH-A1FU","TCGA-BH-A1FU-01A"
"77","cc7f30ec-5369-45ec-80cb-68534838a655","TSV","TCGA-A2-A0YG-01A-21R-A109-07","open","cc66d11a-33c0-4247-9072-6e7c0d0b6112.rna_seq.augmented_star_gene_counts.tsv","3be7564b-4cee-4b37-a1b5-d3baf2f427e6","Transcriptome Profiling","gene_expression","Illumina",4242388,"2021-12-13T21:48:16.270764-06:00","d49025f52acc466d3422baae1c3319e1","2024-07-30T09:52:28.219062-05:00","cc7f30ec-5369-45ec-80cb-68534838a655","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","3b2afa18-0bb3-4e1f-9977-42da3a748e25","released","cc66d11a-33c0-4247-9072-6e7c0d0b6112_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-A2-A0YG","TCGA-A2-A0YG-01A"
"78","c89590e8-8b74-4c05-a022-e21eab5cffdd","TSV","TCGA-A7-A0DB-01C-02R-A277-07","open","9079bad4-9d01-4eb9-999d-35ad734be2e8.rna_seq.augmented_star_gene_counts.tsv","ea8328d9-9049-4806-b61c-00fd515c2716","Transcriptome Profiling","gene_expression","Illumina",4220995,"2021-12-13T22:21:47.602818-06:00","edcf72c86c5f03541c862ad4e9cdea61","2024-07-30T09:51:14.364108-05:00","c89590e8-8b74-4c05-a022-e21eab5cffdd","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","6fa0ff0b-03d4-442c-8742-fc49eb0614a1","released","9079bad4-9d01-4eb9-999d-35ad734be2e8_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-A7-A0DB","TCGA-A7-A0DB-01C"
"79","d7a48283-c113-4745-be6b-553966e6b457","TSV","TCGA-A7-A0DB-11A-33R-A089-07","open","151af32a-7367-4e35-a575-f6da31aa256a.rna_seq.augmented_star_gene_counts.tsv","b456d9bb-da20-47a9-827a-62a8eeb912e3","Transcriptome Profiling","gene_expression","Illumina",4229929,"2021-12-13T21:55:29.883386-06:00","bb050246daeed8011f21b4654df16612","2024-07-30T09:40:45.904888-05:00","d7a48283-c113-4745-be6b-553966e6b457","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","dcfbe94b-5e19-4031-8bff-b0f80caf6ee2","released","151af32a-7367-4e35-a575-f6da31aa256a_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Solid Tissue Normal",NA,"TCGA-A7-A0DB","TCGA-A7-A0DB-11A"
"81","14edb678-3b6c-4a58-aabf-0f9d1f7d9bdc","TSV","TCGA-BH-A0BP-01A-11R-A115-07","open","f5b3a6d0-3b56-4ad2-b520-8bcaadb6bd0e.rna_seq.augmented_star_gene_counts.tsv","ae96b30f-78cb-4246-b1c0-bc4f38d5c9e9","Transcriptome Profiling","gene_expression","Illumina",4235171,"2021-12-13T22:13:59.441805-06:00","54029f660fbd07f2a8cdb61d586b67dc","2024-07-30T09:46:31.013723-05:00","14edb678-3b6c-4a58-aabf-0f9d1f7d9bdc","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","89f05b5f-134f-43d9-b258-de7b4d10dd52","released","f5b3a6d0-3b56-4ad2-b520-8bcaadb6bd0e_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-BH-A0BP","TCGA-BH-A0BP-01A"
"85","b9eb33d4-1017-42cf-b72c-f917de5425e7","TSV","TCGA-E9-A1RF-11A-32R-A157-07","open","8fe92722-33b4-421a-9229-7d82e8af0ce2.rna_seq.augmented_star_gene_counts.tsv","462a8103-29f2-469d-9f42-d1a93c436b27","Transcriptome Profiling","gene_expression","Illumina",4233653,"2021-12-13T21:47:20.442772-06:00","be4891d1f4f26e9fbae2c3316453828a","2024-07-30T09:33:45.006420-05:00","b9eb33d4-1017-42cf-b72c-f917de5425e7","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","03c13b1b-3999-4081-beb5-dcd804921d2f","released","8fe92722-33b4-421a-9229-7d82e8af0ce2_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Solid Tissue Normal",NA,"TCGA-E9-A1RF","TCGA-E9-A1RF-11A"
"87","0b798fe4-1c51-4c36-afc8-5bee39fd6077","TSV","TCGA-E9-A1R0-01A-22R-A16F-07","open","e3142cf7-334f-4f34-a5da-53ffa4e1ba33.rna_seq.augmented_star_gene_counts.tsv","c84dd1e8-75ec-4147-ade8-adb4473d61a2","Transcriptome Profiling","gene_expression","Illumina",4252966,"2021-12-13T22:28:54.775818-06:00","eb5e843b2164dcee88d5eda0fb11c0dc","2024-07-30T09:19:57.016686-05:00","0b798fe4-1c51-4c36-afc8-5bee39fd6077","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","004d797b-ec4e-4b14-a621-639357e7ce50","released","e3142cf7-334f-4f34-a5da-53ffa4e1ba33_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-E9-A1R0","TCGA-E9-A1R0-01A"
"89","e0bd84f0-9524-4bd2-aa92-7205357596e5","TSV","TCGA-E9-A1RF-01A-11R-A157-07","open","083eb05f-0af4-4f73-bf09-3806eb3b71bb.rna_seq.augmented_star_gene_counts.tsv","67c100e2-dc82-446e-8dc4-e105308350be","Transcriptome Profiling","gene_expression","Illumina",4245853,"2021-12-13T22:09:08.999598-06:00","f64c247dfa21e88812983189a407b680","2024-07-30T09:29:03.686357-05:00","e0bd84f0-9524-4bd2-aa92-7205357596e5","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","90c24183-f2a0-463c-8c9b-7bc6567edf51","released","083eb05f-0af4-4f73-bf09-3806eb3b71bb_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-E9-A1RF","TCGA-E9-A1RF-01A"
"90","bdef0c66-0755-4581-b813-87c8512754ba","TSV","TCGA-AO-A129-01A-21R-A10J-07","open","2e36839f-3155-4e05-9ed3-404522fdb04f.rna_seq.augmented_star_gene_counts.tsv","f484366e-c5a5-4b5b-88de-1a3515335ba5","Transcriptome Profiling","gene_expression","Illumina",4245221,"2021-12-13T21:52:30.555969-06:00","b3ca1fbb5cab76c57b14d3c21d6d12fe","2024-07-30T09:38:40.935280-05:00","bdef0c66-0755-4581-b813-87c8512754ba","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","bade1269-488b-480d-8818-3eaab44f0f8c","released","2e36839f-3155-4e05-9ed3-404522fdb04f_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-AO-A129","TCGA-AO-A129-01A"
"91","9f06e9cd-8184-4b66-a2e0-96da9a7159e8","TSV","TCGA-A7-A6VY-01A-12R-A33J-07","open","352ec91a-6c0a-4d6e-b6bd-4237f5eebde9.rna_seq.augmented_star_gene_counts.tsv","f108460f-c815-4b28-9af9-3d82b2800c28","Transcriptome Profiling","gene_expression","Illumina",4247218,"2021-12-13T22:09:26.075737-06:00","70d41be03628259c3efae80463acc6fc","2024-07-30T09:30:19.116765-05:00","9f06e9cd-8184-4b66-a2e0-96da9a7159e8","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","ccebc3b7-20bc-4a0a-b301-8b7eda14cb45","released","352ec91a-6c0a-4d6e-b6bd-4237f5eebde9_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-A7-A6VY","TCGA-A7-A6VY-01A"
